platform,channel_or_tag,sector,text,date,message_id
twitter,keeta_couriers,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-10-08,2003277
telegram,delivery_ksa,توصيل,والله اذا موترك ينفع في النقل الموجه افضل بمليون مرة,2025-10-08,2003306
telegram,toYou_couriers,توصيل,الطلبات الليلية تساوي ضعف النهارية في كيتا,2025-10-08,2003328
telegram,HungerStation_drivers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-08,2003348
telegram,thechefs_ksa,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-10-08,2003354
twitter,HungerStation_drivers,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-10-08,2003395
telegram,keeta_couriers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-10-08,2003425
telegram,jahez_couriers,توصيل,مرسول شغال زي لوز ما عده كيتا,2025-10-08,2003438
telegram,jahez_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-08,2003481
telegram,HungerStation_drivers,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-10-08,2003503
telegram,delivery_ksa,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-08,2003589
telegram,keeta_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-08,2003604
telegram,khamsat_ar,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-10-08,2003657
telegram,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-10-08,2003700
twitter,khamsat_ar,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-10-08,2003715
telegram,mostaql_workers,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-10-08,2003722
telegram,Captains_saudi,نقل,الزحمة في الرياض قاتلة والأرباح نازلة,2025-10-09,2003142
twitter,السائقين_السعوديين,نقل,اقل شي ٤٥٠ واعلى شي ٥٥٠ خلال ١٢ ساعة على اوبر,2025-10-09,2003160
telegram,CreemUber,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-10-09,2003194
twitter,CreemUber,نقل,وصلت ٥٠ رحلة هذا الأسبوع الحمد لله رب العالمين,2025-10-09,2003201
twitter,السائقين_السعوديين,نقل,اليوم الأوردرات كانت ممتازة والبخشيش زين الحمد لله,2025-10-09,2003223
twitter,uber_ksa_drivers,نقل,السائقين الأجانب يزاحمون على الرحلات في كريم,2025-10-09,2003224
telegram,wasselni_drivers,نقل,كيان وصليني تطبيقات واعدة بس تحتاج وقت,2025-10-09,2003227
telegram,delivery_ksa,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-09,2003305
telegram,toYou_couriers,توصيل,كيتا يلعبون على المندوب عشان يخصمون مكافأة التوصيل في الوقت,2025-10-09,2003323
twitter,HungerStation_drivers,توصيل,جاهز أحسن من مرسول في التوزيع والسعر,2025-10-09,2003364
twitter,jahez_couriers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-09,2003391
twitter,thechefs_ksa,توصيل,كيتا يلعبون على المندوب عشان يخصمون مكافأة التوصيل في الوقت,2025-10-09,2003579
twitter,mostaql_workers,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-10-09,2003617
telegram,mostaql_workers,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-09,2003623
telegram,khamsat_ar,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-09,2003640
telegram,khamsat_ar,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-10-09,2003645
telegram,khamsat_ar,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-10-09,2003703
twitter,freelancers_ksa,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-10-09,2003713
twitter,Captains_saudi,نقل,محتاج سيارة جديدة السيارة الحالية تعبت من كثر الشغل,2025-10-10,2003141
twitter,kayan_ksa,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-10-10,2003154
twitter,uber_ksa_drivers,نقل,السكوت ماراح ينفع خلونا نتحرك بشكل منظم,2025-10-10,2003229
telegram,jeeny_ksa,نقل,السكوت ماراح ينفع خلونا نتحرك بشكل منظم,2025-10-10,2003232
twitter,bolt_drivers_ksa,نقل,عميل تقييمه منخفض لا تاخذ مرة,2025-10-10,2003241
telegram,mrsool_delivery,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-10-10,2003275
twitter,mrsool_delivery,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-10-10,2003358
telegram,mrsool_delivery,توصيل,مرسول شغال زي لوز ما عده كيتا,2025-10-10,2003392
telegram,thechefs_ksa,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-10-10,2003397
telegram,delivery_ksa,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-10-10,2003408
telegram,keeta_couriers,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-10-10,2003505
telegram,thechefs_ksa,توصيل,هنقرستيشن يقولك رجع الطلب سوبر ماركت هنقرستيشن,2025-10-10,2003514
telegram,delivery_ksa,توصيل,مرسول الطلبات فل بس عيبه اطلب اي شي روح بنفسك,2025-10-10,2003593
telegram,HungerStation_drivers,توصيل,يعطيكم العافيه يا شباب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-10,2003607
twitter,khamsat_ar,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-10,2003686
telegram,keeta_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-11,2003414
telegram,delivery_ksa,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-10-11,2003435
telegram,thechefs_ksa,توصيل,الطلبات الليلية تساوي ضعف النهارية في كيتا,2025-10-11,2003443
telegram,delivery_ksa,توصيل,هنجرستين وكيتا حاليًا جاهز ومرسول وذا شيفز بس اقل في الطلبات,2025-10-11,2003585
twitter,wasselni_drivers,نقل,جربت كابتن في جيني وجيت الرياض والشغل مثل الشرقية,2025-10-12,2003186
telegram,السائقين_السعوديين,نقل,اتمنى الجميع يركز نتحرك بشكل جماعي نرفع شكاوى لوزارة النقل,2025-10-12,2003209
telegram,السائقين_السعوديين,نقل,وصلت واحد المطار وكان مصري وحك الصدام من السيارة,2025-10-12,2003215
twitter,السائقين_السعوديين,نقل,وصليني مافيه طلبات كافية في منطقتي,2025-10-12,2003221
twitter,jahez_couriers,توصيل,امس وصلت طلب والعميل تأخر وراح عليي مكافأة موعد الوصول,2025-10-12,2003302
twitter,keeta_couriers,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-10-12,2003370
telegram,keeta_couriers,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-10-12,2003587
telegram,keeta_couriers,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-10-12,2003588
telegram,mrsool_delivery,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-10-12,2003609
telegram,khamsat_ar,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-10-12,2003661
twitter,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-10-12,2003710
twitter,jeeny_ksa,نقل,نسبة اوبر في مشوار المطار وصلت ٧٥٪ اخذ من الزبون ٥٩ ريال عطاني ١٢ فقط,2025-10-13,2003168
telegram,Captains_saudi,نقل,أوبر أفضل من بولت في توزيع الرحلات عندي,2025-10-13,2003195
telegram,CreemUber,نقل,نسبة اوبر في مشوار المطار وصلت ٧٥٪ اخذ من الزبون ٥٩ ريال عطاني ١٢ فقط,2025-10-13,2003213
telegram,Captains_saudi,نقل,الزحمة في الرياض قاتلة والأرباح نازلة,2025-10-13,2003226
telegram,bolt_drivers_ksa,نقل,اذا الوقت زاد ٨ دقايق وفوق ماافكهم غير مسويلي تعويض,2025-10-13,2003236
telegram,thechefs_ksa,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-10-13,2003269
telegram,keeta_couriers,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-10-13,2003270
telegram,HungerStation_drivers,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-13,2003293
telegram,jahez_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-13,2003300
telegram,keeta_couriers,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-10-13,2003344
telegram,toYou_couriers,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-10-13,2003345
telegram,jahez_couriers,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-10-13,2003347
twitter,jahez_couriers,توصيل,واحد طالب ٣ ماء من كودو المهم يرسل يقول كنسل,2025-10-13,2003382
telegram,HungerStation_drivers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-13,2003431
telegram,thechefs_ksa,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-10-13,2003559
telegram,HungerStation_drivers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-13,2003562
telegram,keeta_couriers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-10-13,2003592
twitter,mostaql_workers,عمل_حر,مشروع ترجمة بكم تقدر تقدم,2025-10-13,2003634
telegram,freelancers_ksa,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-10-13,2003658
telegram,mostaql_workers,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-13,2003677
telegram,freelancers_ksa,عمل_حر,التسويق الرقمي من أكثر التخصصات طلباً,2025-10-13,2003678
telegram,kayan_ksa,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-10-14,2003149
twitter,CreemUber,نقل,العمل في المطارات أحسن من الشوارع الربح افضل,2025-10-14,2003152
telegram,kayan_ksa,نقل,السائقين الأجانب يزاحمون على الرحلات في كريم,2025-10-14,2003181
telegram,السائقين_السعوديين,نقل,السائقين الأجانب يزاحمون على الرحلات في كريم,2025-10-14,2003190
twitter,bolt_drivers_ksa,نقل,بعدها على بولت خلال ٦ ساعات ٢٠٠ ريال خلال ١٦ ساعة ٧٠٠ ريال ثابتة,2025-10-14,2003193
telegram,keeta_couriers,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-10-14,2003266
twitter,toYou_couriers,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-14,2003292
twitter,thechefs_ksa,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-14,2003299
telegram,jahez_couriers,توصيل,مرسول الطلبات فل بس عيبه اطلب اي شي روح بنفسك,2025-10-14,2003333
telegram,mrsool_delivery,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-10-14,2003357
twitter,delivery_ksa,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-10-14,2003403
telegram,mrsool_delivery,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-10-14,2003404
twitter,thechefs_ksa,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-10-14,2003407
telegram,keeta_couriers,توصيل,كنت اشتغل مرسول زمان اطلع ٢٠٠ في اليوم على ٨ طلبات,2025-10-14,2003418
telegram,delivery_ksa,توصيل,الطلبات الليلية تساوي ضعف النهارية في كيتا,2025-10-14,2003463
telegram,HungerStation_drivers,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-10-14,2003466
telegram,jahez_couriers,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-10-14,2003485
telegram,mrsool_delivery,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-14,2003493
telegram,toYou_couriers,توصيل,كنت اشتغل مرسول زمان اطلع ٢٠٠ في اليوم على ٨ طلبات,2025-10-14,2003525
telegram,delivery_ksa,توصيل,امس السحور ٩ ريال و ١٠ ريال من كيتا ليش ولا حق التعب,2025-10-14,2003551
telegram,mostaql_workers,عمل_حر,الزبون ما دفع بعد تسليم العمل كيف أتصرف,2025-10-14,2003615
twitter,khamsat_ar,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-10-14,2003618
twitter,khamsat_ar,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-14,2003664
twitter,khamsat_ar,عمل_حر,الزبون ما دفع بعد تسليم العمل كيف أتصرف,2025-10-14,2003679
twitter,mostaql_workers,عمل_حر,upwork أو مستقل أيهما أفضل للسعوديين,2025-10-14,2003684
telegram,khamsat_ar,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-14,2003697
telegram,mostaql_workers,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-14,2003716
telegram,السائقين_السعوديين,نقل,ودي اشتغل ف بولت بجانب اوبر ممكن؟,2025-10-15,2003172
telegram,السائقين_السعوديين,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-10-15,2003250
telegram,HungerStation_drivers,توصيل,مرسول الطلبات فل بس عيبه اطلب اي شي روح بنفسك,2025-10-15,2003262
twitter,jahez_couriers,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-10-15,2003326
telegram,mrsool_delivery,توصيل,مرسول الطلبات فل بس عيبه اطلب اي شي روح بنفسك,2025-10-15,2003330
telegram,delivery_ksa,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-15,2003350
telegram,thechefs_ksa,توصيل,كيتا الحين يقولك توصل الطلب وعشان تبلغ تأخير المطعم تنتظر,2025-10-15,2003360
telegram,toYou_couriers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-15,2003426
telegram,HungerStation_drivers,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-10-15,2003447
telegram,delivery_ksa,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-15,2003469
telegram,HungerStation_drivers,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-10-15,2003496
telegram,toYou_couriers,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-10-15,2003502
telegram,mrsool_delivery,توصيل,ذا شيفز تعاملهم مع المناديب أحسن من كيتا,2025-10-15,2003529
telegram,toYou_couriers,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-10-15,2003536
telegram,delivery_ksa,توصيل,كيتا يلعبون على المندوب عشان يخصمون مكافأة التوصيل في الوقت,2025-10-15,2003540
telegram,delivery_ksa,توصيل,هنقرستيشن يقولك رجع الطلب سوبر ماركت هنقرستيشن,2025-10-15,2003564
telegram,HungerStation_drivers,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-15,2003578
telegram,jahez_couriers,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-10-15,2003599
twitter,mostaql_workers,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-10-15,2003619
telegram,freelancers_ksa,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-15,2003652
twitter,mostaql_workers,عمل_حر,مشروع ترجمة بكم تقدر تقدم,2025-10-15,2003694
telegram,mostaql_workers,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-15,2003701
telegram,mostaql_workers,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-15,2003732
telegram,bolt_drivers_ksa,نقل,اليوم الأوردرات كانت ممتازة والبخشيش زين الحمد لله,2025-10-16,2003151
telegram,Captains_saudi,نقل,بولت نسبة عالية خير ياطير اذا عوضنا,2025-10-16,2003170
telegram,careem_drivers_sa,نقل,اوبر زود على نسبة الالغاء وانا ما قدرت اوصل للعميل,2025-10-16,2003202
telegram,careem_drivers_sa,نقل,نسبة اوبر في مشوار المطار وصلت ٧٥٪ اخذ من الزبون ٥٩ ريال عطاني ١٢ فقط,2025-10-16,2003247
telegram,bolt_drivers_ksa,نقل,جيني بدأ ينافس لكن ما زال الطلبات أقل,2025-10-16,2003254
telegram,keeta_couriers,توصيل,مشوار ابو ٢٠ زمان في كيتا الحين ب٩,2025-10-16,2003343
telegram,jahez_couriers,توصيل,مرسول فتح تسجيل جديد للموصلين هذا الأسبوع,2025-10-16,2003365
telegram,delivery_ksa,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-10-16,2003448
twitter,delivery_ksa,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-10-16,2003452
telegram,HungerStation_drivers,توصيل,ياشباب امس المغرب حولت مبلغ من كيتا ولحد الان ما وصلت,2025-10-16,2003486
telegram,HungerStation_drivers,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-10-16,2003499
telegram,mrsool_delivery,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-10-16,2003508
telegram,thechefs_ksa,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-10-16,2003543
telegram,toYou_couriers,توصيل,مرسول شغال زي لوز ما عده كيتا,2025-10-16,2003572
telegram,mrsool_delivery,توصيل,ذا شيفز تعاملهم مع المناديب أحسن من كيتا,2025-10-16,2003596
telegram,HungerStation_drivers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-10-16,2003598
twitter,mostaql_workers,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-16,2003638
twitter,mostaql_workers,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-10-16,2003680
twitter,freelancers_ksa,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-10-16,2003719
twitter,khamsat_ar,عمل_حر,كيف أحسن بروفايلي في مستقل وأحصل على عملاء,2025-10-16,2003735
telegram,bolt_drivers_ksa,نقل,جربت كابتن في جيني وجيت الرياض والشغل مثل الشرقية,2025-10-17,2003153
telegram,uber_ksa_drivers,نقل,عميل تقييمه منخفض لا تاخذ مرة,2025-10-17,2003198
telegram,السائقين_السعوديين,نقل,اوبر زود على نسبة الالغاء وانا ما قدرت اوصل للعميل,2025-10-17,2003203
telegram,careem_drivers_sa,نقل,محتاج سيارة جديدة السيارة الحالية تعبت من كثر الشغل,2025-10-17,2003216
telegram,mrsool_delivery,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-10-17,2003264
telegram,delivery_ksa,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-10-17,2003295
telegram,mrsool_delivery,توصيل,رحت محل اكل هندي وجبت طلب وشوربة واقعة جاني خصم ٥٠ ريال,2025-10-17,2003359
telegram,jahez_couriers,توصيل,خدمة العملاء في كيتا ما تفيد تقريباً,2025-10-17,2003383
twitter,delivery_ksa,توصيل,مرسول شغال زي لوز ما عده كيتا,2025-10-17,2003385
telegram,thechefs_ksa,توصيل,هنجرستين وكيتا حاليًا جاهز ومرسول وذا شيفز بس اقل في الطلبات,2025-10-17,2003399
telegram,jahez_couriers,توصيل,هنجرستين وكيتا حاليًا جاهز ومرسول وذا شيفز بس اقل في الطلبات,2025-10-17,2003401
telegram,delivery_ksa,توصيل,سلام وصلت طلب وسلمته للعميل بيدي وبعد نص ساعة خصموا قيمة الطلب,2025-10-17,2003421
telegram,thechefs_ksa,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-10-17,2003427
telegram,jahez_couriers,توصيل,مو محل وموظفين اغبياء هم الغلطانين مو المندوب,2025-10-17,2003453
telegram,mrsool_delivery,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-10-17,2003561
telegram,keeta_couriers,توصيل,مرسول رقم واحد بالتعويض يقولك توصل موقع العميل كلمنا,2025-10-17,2003570
twitter,mostaql_workers,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-10-17,2003685
telegram,mostaql_workers,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-10-17,2003688
twitter,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-10-17,2003702
telegram,khamsat_ar,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-10-17,2003725
telegram,wasselni_drivers,نقل,الذروة في كريم حمراء والطلبات ورا بعض بالمدينة,2025-10-18,2003139
telegram,kayan_ksa,نقل,وصلت واحد المطار وكان مصري وحك الصدام من السيارة,2025-10-18,2003177
telegram,CreemUber,نقل,ذروة ب كاش مع نسبتهم تشوفه مبلغ كويس بس يجيك بمشوار واحد بطاقة,2025-10-18,2003178
telegram,Captains_saudi,نقل,من حقك ترفض خدمته سيارتك وترفع بلاغ,2025-10-18,2003200
telegram,wasselni_drivers,نقل,متوسط دخلي اليوم ١٨٠ ريال بعد البنزين,2025-10-18,2003219
telegram,thechefs_ksa,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-18,2003303
telegram,jahez_couriers,توصيل,المخالفين موصلين ٣٠٠ وشوي الشهر اللي فات انا بقوة وصلت ٢٩٠,2025-10-18,2003329
telegram,mrsool_delivery,توصيل,وصلت ٢٠٠ طلب هذا الشهر الحمد لله,2025-10-18,2003337
twitter,toYou_couriers,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-10-18,2003380
telegram,mrsool_delivery,توصيل,كنت اشتغل مرسول زمان اطلع ٢٠٠ في اليوم على ٨ طلبات,2025-10-18,2003415
telegram,jahez_couriers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-10-18,2003429
twitter,mrsool_delivery,توصيل,مشكلة الباكدج الكبير ما يناسب الدراجة,2025-10-18,2003451
telegram,keeta_couriers,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-10-18,2003472
telegram,thechefs_ksa,توصيل,ياخوان الطلبات وقفت عندي من ساعة م جاني ولا طلب,2025-10-18,2003498
telegram,HungerStation_drivers,توصيل,جاهز أحسن من مرسول في التوزيع والسعر,2025-10-18,2003553
telegram,thechefs_ksa,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-18,2003577
telegram,delivery_ksa,توصيل,الحين ١٤ طلب في كيتا وما طلعت ٢٠ ريال,2025-10-18,2003583
telegram,mostaql_workers,عمل_حر,الفريلانس في السعودية بدأ ينمو بشكل كبير,2025-10-18,2003632
telegram,freelancers_ksa,عمل_حر,الزبائن الخليجيين يدفعون أحسن من العرب,2025-10-18,2003635
twitter,freelancers_ksa,عمل_حر,أكملت مشروع تصميم بـ ٨٠٠ ريال في مستقل,2025-10-18,2003734
telegram,uber_ksa_drivers,نقل,أوبر أفضل من بولت في توزيع الرحلات عندي,2025-10-19,2003143
twitter,kayan_ksa,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-10-19,2003163
telegram,Captains_saudi,نقل,اقل شي ٤٥٠ واعلى شي ٥٥٠ خلال ١٢ ساعة على اوبر,2025-10-19,2003165
telegram,CreemUber,نقل,متوسط دخلي اليوم ١٨٠ ريال بعد البنزين,2025-10-19,2003171
telegram,CreemUber,نقل,أحسن أوقات الشغل الفطور والغداء والذروة المسائية,2025-10-19,2003237
telegram,السائقين_السعوديين,نقل,جيني وصليني الاسعار خايسه جدا يعني الكيلو اقل من ريال,2025-10-19,2003252
telegram,mrsool_delivery,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-10-19,2003287
twitter,mrsool_delivery,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-10-19,2003331
telegram,toYou_couriers,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-10-19,2003352
telegram,thechefs_ksa,توصيل,ذا شيفز الطلبات كثيرة بس المنطقة محدودة حتى الآن,2025-10-19,2003366
telegram,mrsool_delivery,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-10-19,2003372
telegram,toYou_couriers,توصيل,مانبي نقطع رزق احد بس والله غبنه توقف عند المطاعم وتنتظر,2025-10-19,2003494
telegram,mrsool_delivery,توصيل,والله كيتا صار يضحك علينا الطلبات وصلت الى ٦ ريال,2025-10-19,2003501
twitter,HungerStation_drivers,توصيل,الطلبات في رمضان تجنن ٣ أضعاف العادي,2025-10-19,2003517
twitter,thechefs_ksa,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-10-19,2003535
telegram,HungerStation_drivers,توصيل,ذا شيفز يدفع بشكل منتظم بخلاف كيتا,2025-10-19,2003541
telegram,keeta_couriers,توصيل,المندوب المخالف يأكل حرام رزق شخص نظامي,2025-10-19,2003554
telegram,freelancers_ksa,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-10-19,2003646
telegram,mostaql_workers,عمل_حر,بدأت فريلانس من بيتي والدخل تحسن الحمد لله,2025-10-19,2003648
telegram,freelancers_ksa,عمل_حر,مشروع ترجمة بكم تقدر تقدم,2025-10-19,2003669
telegram,freelancers_ksa,عمل_حر,منصة خمسات أفضل للمبتدئين في العمل الحر,2025-10-19,2003692
telegram,khamsat_ar,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-10-19,2003699
twitter,khamsat_ar,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-10-19,2003714
telegram,careem_drivers_sa,نقل,التامين على السيارة غالي علينا الشركات مو مهتمة,2025-10-20,2003214
telegram,jeeny_ksa,نقل,نسبة اوبر في مشوار المطار وصلت ٧٥٪ اخذ من الزبون ٥٩ ريال عطاني ١٢ فقط,2025-10-20,2003240
telegram,delivery_ksa,توصيل,الدراجة تعطلت اليوم وخسرت شغل,2025-10-20,2003280
telegram,jahez_couriers,توصيل,وصلت طلبات وطلعت ب١١٠ ريال لكن ليش ما اتضافت للسحب,2025-10-20,2003289
telegram,HungerStation_drivers,توصيل,جدة من ٥ ايام ما في طلبات او طلبين بالكثير ايش المشكلة في كيتا,2025-10-20,2003309
telegram,toYou_couriers,توصيل,طلب وصل بارد لأن المطعم تأخر وراحت التقييم,2025-10-20,2003444
twitter,jahez_couriers,توصيل,جاهز أحسن من مرسول في التوزيع والسعر,2025-10-20,2003547
twitter,freelancers_ksa,عمل_حر,دخلي من البرمجة هذا الشهر ٧٠٠٠ ريال,2025-10-20,2003650
telegram,khamsat_ar,عمل_حر,ضريبة القيمة المضافة على الفريلانس كيف تشتغل,2025-10-20,2003681
telegram,khamsat_ar,عمل_حر,نبي حماية للفريلانسر من الزبون اللي ما يدفع,2025-10-20,2003690
twitter,السائقين_السعوديين,نقل,اذا الوقت زاد ٨ دقايق وفوق ماافكهم غير مسويلي تعويض,2025-10-21,2003158
telegram,jeeny_ksa,نقل,نبي نظام تأمين صحي للسائقين مثل الموظفين,2025-10-21,2003159
